Age,Nutrients,Animal,Exp,Animal ID,t h a1,t h t1,t h t2,t h i,t h tm,h h a1,h h t1,h h t2,h h i,h h tm,t bwm a1,t bwm t1,t bwm t2,t bwm i,t bwm tm,h bwm a1,h bwm t1,h bwm t2,h bwm i,h bwm tm,pm a1,pm t1,pm t2,pm i,pm tm,g a1,g t1,g t2,g i,g tm
7,AL,1,CMFLIM10,CMFLIM10 Animal1 AL Day7,#N/A,#N/A,#N/A,#N/A,#N/A,0.71036481,0.548358,2.809489,3481.601732,1.203261107,0.741715027,0.559465,2.71382,9059.81417,1.115902523,0.797088027,0.484295,2.517956,3108.993902,0.896949166,0.759228702,0.543737,2.634508,3013.321492,1.047134647,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,6,CMFLIM10,CMFLIM10 Animal6 AL Day7,0.45369199,0.758769,4.329038,14271.70237,2.709235553,#N/A,#N/A,#N/A,#N/A,#N/A,0.46550515,1.019895,5.920171,4891.056911,3.639067286,#N/A,#N/A,#N/A,#N/A,#N/A,0.416759547,0.86962,4.674417,10091.67446,3.088731526,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,8,CMFLIM10,CMFLIM10 Animal8 AL Day7,0.52709036,0.939532,4.372953,12207.81528,2.563229889,0.491004759,1.860736,7.317313,10550.05562,4.638107725,0.683374199,0.752942,3.547352,2829.377519,1.637724305,0.693078652,0.650685,3.114453,6877.53304,1.406867996,0.42717078,0.76561,4.742538,9979.610751,3.043710564,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,9,CMFLIM14,CMFLIM14 Animal9 AL Day7,0.492188525,0.582037,4.336161,4964.757709,2.488424246,0.649478258,0.635354,3.122812,8034.29101,1.507262111,0.733229429,0.552482,3.234909,3232.286996,1.268074582,0.727919758,0.574826,2.653096,7284.756528,1.140282205,0.712081589,0.59482,2.771981,7256.115108,1.221664736,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,4,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.502121173,0.776052,4.026256,17035.5286,2.394259755,0.562121784,0.679033,4.153238,7744.201031,2.200311687,0.713069667,0.597646,3.107133,6059.344553,1.317693941,0.609429441,0.724465,3.771678,8434.41358,1.914616685,0.686975732,0.73783,3.23008,7710.825688,1.517964732,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,6,CMFLIM10,CMFLIM10 Animal6 DR Day7,0.519683569,0.655823,4.007903,10840.57971,2.265882102,0.515533187,0.417144,3.075329,4901.960784,1.704946415,0.571294023,0.68626,4.468725,8068.143101,2.307825353,#N/A,#N/A,#N/A,#N/A,#N/A,0.597565785,0.804561,4.521527,4953.281424,2.300395294,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,7,CMFLIM10,CMFLIM10 Animal7 DR Day7,0.522652547,0.557774,4.077435,10237.36264,2.237875214,0.591776859,0.578164,3.390086,8395.061728,1.726055631,0.710976083,0.63475,3.499836,6493.055556,1.462828378,0.627974654,0.645302,2.997331,9442.038217,1.520316403,0.678308911,0.683443,2.98881,9994.158258,1.425059021,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,7,CMFLIM10,CMFLIM10 Animal7 AL Day7,0.50461525,0.619195,3.830247,17170.55772,2.209901192,#N/A,#N/A,#N/A,#N/A,#N/A,0.521710726,0.77717,4.07684,4132.085856,2.355366769,#N/A,#N/A,#N/A,#N/A,#N/A,0.449931842,0.589148,4.290294,5328.193833,2.625030563,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,3,CMFLIM10,CMFLIM10 Animal3 AL Day7,0.557399478,0.763437,4.009009,7503.377036,2.199928861,0.623816963,0.676644,3.413843,4913.090129,1.706331833,0.734622893,0.684067,3.39925,2651.663405,1.40461441,0.734092958,0.581343,2.97919,2557.318321,1.218947403,0.700850913,0.677126,3.332019,4216.989843,1.471334817,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,5,CMFLIM10,CMFLIM10 Animal5 DR Day7,0.568588439,0.596928,3.865991,7083.700441,2.007239572,0.590676494,0.708497,4.13413,7188.00813,2.11068911,0.575128141,0.654733,3.676138,3549.850449,1.938442959,0.659737781,0.532434,3.104706,5747.088186,1.407680979,0.691120086,0.49847,2.920621,3693.0131,1.246623793,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,8,CMFLIM10,CMFLIM10 Animal8 DR Day7,0.491496622,0.601035,3.132068,5636.301835,1.88807383,0.567660175,0.565662,3.834571,6068.996416,1.978941545,0.822768481,0.471951,2.480507,3503.013445,0.827930431,0.502578022,0.557013,3.55135,5343.884892,2.046462033,0.673816427,0.706602,3.24797,6729.617304,1.535554495,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,5,CMFLIM14,CMFLIM14 Animal5 AL Day7,0.618164166,0.6168,3.944151,4724.088014,1.887301844,0.484917805,0.621503,4.039246,5862.104188,2.381921566,0.610723839,0.651855,4.392231,3149.348362,2.10789421,0.737277098,0.597014,2.813785,4669.2607,1.17941051,#N/A,#N/A,#N/A,#N/A,#N/A,0.608512849,0.614086,3.389517,4460.377358,1.700631575
7,AL,2,CMFLIM14,CMFLIM14 Animal2 AL Day7,0.565618876,0.50557,3.519164,6485.188968,1.814618349,#N/A,#N/A,#N/A,#N/A,#N/A,0.649986368,0.568154,2.996697,5184.180139,1.418177156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.641460681,0.593737,2.852929,6245.56962,1.403746161
7,DR,2,CMFLIM14,CMFLIM14 Animal2 DR Day7,0.675085169,0.63591,3.872947,6997.063142,1.68767133,#N/A,#N/A,#N/A,#N/A,#N/A,0.704052619,0.626891,2.935957,5636.244541,1.310253035,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,2,CMFLIM10,CMFLIM10 Animal2 AL Day7,0.639158761,0.628572,3.400179,6556.173526,1.628682104,0.498241202,0.697819,4.447862,17960.34087,2.579436068,0.744069098,0.519783,2.808919,12179.81073,1.105643641,0.793907406,0.543028,3.058036,6764.915053,1.061352523,0.463911771,0.670344,4.239499,17944.68347,2.583725983,0.666681205,0.649875,2.876432,4225.672878,1.392028296
7,DR,8,CMFLIM14,CMFLIM14 Animal8 DR Day7,0.68499281,0.672941,3.451615,9949.260042,1.548243289,0.724790452,0.590037,2.963794,4398.561151,1.243317591,0.812059141,0.601733,2.960831,9531.969309,1.045103905,0.711353248,0.617713,2.699821,3844.135802,1.218706712,0.72112841,0.639701,2.95589,6617.220801,1.285620309,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,7,CMFLIM14,CMFLIM14 Animal7 DR Day7,0.681549774,0.645234,3.342769,7550.982226,1.50426463,0.687671692,0.579481,2.729024,4191.285866,1.250844128,0.773449569,0.562868,2.674656,3484.228474,1.041294482,0.752302509,0.615494,2.725937,3820.180383,1.138245436,0.749588004,0.572095,2.505705,6019.14242,1.05629414,0.697048178,0.556336,2.848685,4506.602641,1.250807306
7,DR,6,CMFLIM14,CMFLIM14 Animal6 DR Day7,0.662504536,0.642183,3.107461,4810.150376,1.474203142,0.671864839,0.562638,2.977156,5504.201681,1.354926253,0.761594088,0.572474,2.634518,4138.291334,1.06407748,0.738509376,0.600181,2.832827,4460.222412,1.183996996,0.749777684,0.596702,2.945705,3988.123515,1.184474971,0.734635463,0.529123,2.767844,4652.255639,1.123200162
7,DR,9,CMFLIM14,CMFLIM14 Animal9 DR Day7,0.615827378,0.524226,2.89881,9632.414369,1.436476161,0.688707176,0.610925,2.974646,4814.16957,1.346734385,0.741122946,0.613354,2.738023,4306.838366,1.163382051,0.738493457,0.63865,2.857063,7135.157546,1.218779515,0.685382419,0.637682,2.663665,6545.009785,1.275091871,0.644915087,0.636288,2.943356,3542.944785,1.45549304
7,DR,3,CMFLIM14,CMFLIM14 Animal3 DR Day7,0.640504718,0.551609,2.87518,5574.503311,1.386921812,0.629027912,0.539151,2.870233,9575.6396,1.403917357,0.706692721,0.629905,2.802464,3000,1.267132369,0.711232648,0.697135,3.609366,4307.456588,1.538092234,0.697815274,0.607861,2.915879,8252.265861,1.305308787,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,1,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.642823223,0.571661,2.811898,6168.904594,1.371821631,0.590587545,0.595585,2.948669,7295.499022,1.558966897,0.69374381,0.616797,2.729117,3821.8111,1.263708075,0.701410803,0.623976,2.754005,7733.480176,1.259979649,0.739227297,0.582391,2.73835,7404.471545,1.144606256,0.697606706,0.562453,2.91374,2860.215054,1.273466421
7,AL,3,CMFLIM14,CMFLIM14 Animal3 AL Day7,0.720123331,0.547597,3.452199,4882.298424,1.360527333,0.733051652,0.492213,2.839577,16817.65389,1.118837942,0.744732364,0.57265,2.866399,3927.301462,1.158169885,0.821084635,0.452671,2.456772,16948.11933,0.811235462,0.719822381,0.617988,2.611053,17698.02555,1.176400206,0.66851042,0.718635,3.120716,6305.893358,1.514899822
7,DR,5,CMFLIM14,CMFLIM14 Animal5 DR Day7,0.641477449,0.559858,2.772604,7085.127202,1.353177341,0.740919923,0.586971,2.860886,5752.155172,1.176097073,0.766090057,0.621538,2.785962,4842.459397,1.127818294,0.812884168,0.694754,3.293993,2389.227642,1.181112768,0.789327537,0.467423,2.163065,3184.210526,0.824648077,0.721353301,0.595959,3.337363,2683.789474,1.359842175
7,AL,10,CMFLIM14,CMFLIM14 Animal10 AL Day7,0.689217562,0.591684,2.990119,8255.208333,1.337075477,0.725907145,0.51507,2.776154,3527.349973,1.134816969,0.728027418,0.533831,2.531925,3193.168433,1.077257784,0.73416596,0.629757,2.923759,3636.54926,1.239580819,0.727224536,0.599056,2.713868,5295.63614,1.175924825,0.732613751,0.809951,4.078436,3016.778523,1.683898944
7,DR,3,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.701542909,0.585418,3.049529,6905.079528,1.320849401,0.655846411,0.529844,2.789445,12613.16872,1.307493794,0.769484601,0.586782,2.768458,3653.514739,1.089691914,0.738508516,0.63441,2.874682,5782.685512,1.22022205,0.70101878,0.616075,2.777911,6720.751494,1.262423365,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,1,CMFLIM14,CMFLIM14 Animal1 AL Day7,0.673898823,0.546792,2.808707,13859.11179,1.284405144,0.486905514,0.642258,3.257839,4290.748899,1.984298189,0.744323816,0.554683,2.592602,14667.88131,1.075730353,0.780482002,0.482355,2.711506,2220.930233,0.971693765,0.699993734,0.489626,2.794886,2640.683396,1.181218445,0.69196765,0.538801,2.798073,4386.706949,1.234729863
7,DR,1,CMFLIM14,CMFLIM14 Animal1 DR Day7,0.680868477,0.539172,2.697394,4484.574868,1.227928674,0.708420575,0.599879,3.108654,6616.197183,1.331386172,0.687153616,0.554861,3.109535,2068.746022,1.354081523,0.706342328,0.631497,2.988872,2760.290557,1.323758255,0.702909041,0.636328,2.911306,6726.626016,1.312203396,#N/A,#N/A,#N/A,#N/A,#N/A
7,DR,4,CMFLIM14,CMFLIM14 Animal4 DR Day7,0.730015027,0.52855,3.002634,16410.89109,1.196515502,0.709951496,0.571549,2.906585,13960.50955,1.248822699,0.7359786,0.453217,2.491279,5108.07601,0.991308983,0.758545254,0.6841,2.838873,8069.295102,1.204380167,0.734379831,0.534152,2.449793,9896.475771,1.042984886,0.607050961,0.55422,2.69114,5458.14978,1.39392066
7,AL,8,CMFLIM14,CMFLIM14 Animal8 AL Day7,0.696128636,0.519312,2.710087,10357.97665,1.185025787,0.725916795,0.549362,2.849774,6320.057929,1.179866294,0.719583097,0.588684,2.595694,7406.434668,1.151483528,0.690477107,0.691899,2.80109,5491.143801,1.3447419,0.704154595,0.563533,2.682681,6412.94964,1.190473198,0.633594758,0.654625,3.105844,4107.632094,1.552764491
7,AL,7,CMFLIM14,CMFLIM14 Animal7 AL Day7,0.751856734,0.541644,2.755334,13589.91723,1.090956267,0.705321307,0.538571,2.828704,4257.440476,1.213424399,0.787961968,0.524842,2.730269,13548.06241,0.992476401,0.740020669,0.605781,2.797388,4290.876242,1.175553522,0.767278822,0.59265,3.026107,4847.072879,1.15896698,0.629402481,0.634331,3.115216,6434.44227,1.553740826
7,AL,4,CMFLIM14,CMFLIM14 Animal4 AL Day7,0.747126799,0.487892,2.727457,15268.90034,1.05421797,0.791170391,0.487262,2.581646,9023.243243,0.924631392,0.805106013,0.514235,2.531043,10450.35234,0.907298752,0.759700833,0.603609,2.844063,8259.192825,1.14198823,0.770277317,0.562864,2.958967,13990.04975,1.11330321,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,4,CMFLIM10,CMFLIM10 Animal4 AL Day7,0.774053038,0.465399,2.52931,11290.2028,0.93173342,0.707259711,0.487068,2.581707,1899.481193,1.100253226,0.761533618,0.548598,2.648074,4590.248075,1.049252446,0.769849193,0.568741,2.654797,2371.273713,1.048848472,0.708500462,0.539962,2.432375,2483.439042,1.091599515,0.705978936,0.577887,2.7793,4674.584323,1.225148793
5,DR,8,CMFLIM10,CMFLIM10 Animal8 DR Day5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.723722609,0.641191,3.435204,4689.430894,1.413113622,0.707112748,0.601214,2.949775,9416.996047,1.289077577,#N/A,#N/A,#N/A,#N/A,#N/A
5,AL,9,CMFLIM12,CMFLIM12 Animal9 AL Day5,#N/A,#N/A,#N/A,#N/A,#N/A,0.613746135,0.583667,2.826123,7454.613095,1.449824297,#N/A,#N/A,#N/A,#N/A,#N/A,0.66863392,0.570855,2.418658,6556.02537,1.183154237,0.706882024,0.627418,2.775341,6539.800995,1.257012842,0.63811647,0.540239,2.557857,7960.138648,1.270381724
5,AL,1,CMFLIM12,CMFLIM12 Animal1 AL Day5,#N/A,#N/A,#N/A,#N/A,#N/A,0.655133419,0.595411,2.848505,7531.360113,1.372427824,#N/A,#N/A,#N/A,#N/A,#N/A,0.745387084,0.569188,2.845325,14006.0423,1.148721879,0.712012582,0.565217,2.556733,14856.28743,1.138748551,#N/A,#N/A,#N/A,#N/A,#N/A
5,DR,8,CMFLIM12,CMFLIM12 Animal8 DR Day5,#N/A,#N/A,#N/A,#N/A,#N/A,0.717127187,0.54061,2.777901,4066.759388,1.173478799,#N/A,#N/A,#N/A,#N/A,#N/A,0.722331027,0.715442,2.936435,7310.92437,1.332142845,0.63052671,0.677172,2.495331,8801.369863,1.348933187,#N/A,#N/A,#N/A,#N/A,#N/A
5,DR,5,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.586734932,0.672061,3.54341,7058.497011,1.85868924,0.652869374,0.588226,3.09936,4668.935148,1.459917517,0.71570502,0.783541,4.217926,2836.263736,1.759919415,0.713992493,0.660953,3.136947,4306.444135,1.369105871,0.720157813,0.624113,3.012975,8208.478513,1.292617367,#N/A,#N/A,#N/A,#N/A,#N/A
5,DR,3,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.599475624,0.650182,3.6188,5487.394958,1.839185872,0.709692451,0.563685,3.192146,6646.35064,1.326747071,0.686693196,0.641311,3.172596,3709.072478,1.434379813,0.748515257,0.566862,2.819503,6097.222222,1.133366843,0.718883182,0.685391,3.019175,10136.79245,1.341456932,0.72888785,0.625541,3.940629,4179.530201,1.524301635
5,DR,7,CMFLIM12,CMFLIM12 Animal7 DR Day5,0.680980145,0.819044,3.807637,5088.161209,1.772464506,0.590328173,0.594328,2.91413,10535.71429,1.544685524,0.745027128,0.746197,3.465701,4523.730684,1.439596745,0.699742272,0.608073,2.697894,7698.616601,1.235557905,0.67994742,0.596152,2.44485,9658.179504,1.187832565,0.671801892,0.577011,2.756906,2186.99187,1.292448415
5,DR,6,CMFLIM10,CMFLIM10 Animal6 DR Day5,0.590753887,0.656456,3.365897,3467.391304,1.765284198,0.587816035,0.594434,3.113856,4788.671024,1.632899349,0.70027122,0.601761,3.332992,3571.728481,1.420389536,0.731860305,0.528813,2.943079,3894.316163,1.176173549,0.748628402,0.644184,2.992058,6743.849493,1.234372839,0.635789379,0.683,3.448643,6485.225505,1.690276554
5,DR,9,CMFLIM10,CMFLIM10 Animal9 DR Day5,0.5913941,0.664268,3.357132,9410.832232,1.764588118,0.520021983,0.684845,3.180588,2624.745071,1.882746776,0.739606903,0.652441,3.217827,13025.54028,1.320449806,0.725788959,0.594882,2.804682,5911.320755,1.200833558,0.709395595,0.626305,2.777805,3695.178849,1.251540377,0.760187137,0.612285,3.230389,5847.682119,1.240140016
5,DR,2,CMFLIM12,CMFLIM12 Animal2 DR Day5,0.642095032,0.787757,3.458466,5618.571429,1.743617019,0.669250426,0.544933,2.806135,4050.406504,1.292824598,0.703590509,0.671714,3.428986,2417.989418,1.48899559,0.733313099,0.640426,2.616877,5695.821186,1.167519592,0.719548276,0.563431,2.425817,4694.467382,1.085740364,0.723122229,0.634837,3.212991,3019.900498,1.348670533
5,DR,9,CMFLIM12,CMFLIM12 Animal9 DR Day5,0.626892059,0.739944,3.247931,16377.60543,1.675693866,0.674137344,0.624588,3.175258,6044.733045,1.455756101,0.698037271,0.650977,3.151501,7064.825254,1.406042051,0.687485777,0.64606,3.097259,5698.606272,1.412094551,0.677775796,0.604203,2.97328,3489.611563,1.367576951,0.704642337,0.584164,2.964062,10947.30316,1.287085111
5,DR,4,CMFLIM12,CMFLIM12 Animal4 DR Day5,0.599371181,0.710975,3.032894,7167.400881,1.641202667,0.671486646,0.594529,2.789138,9172.668513,1.315487363,0.707663075,0.716854,3.34061,3500.412882,1.483874761,0.742561176,0.60344,2.611046,5666.477273,1.120275728,0.688233083,0.551949,2.423286,11166.40747,1.135369967,0.688481137,0.672635,3.255451,13321.70979,1.477230904
5,AL,2,CMFLIM12,CMFLIM12 Animal2 AL Day5,0.598496903,0.615249,3.015836,8409.001957,1.579092115,0.593131151,0.597989,2.984047,15556.70103,1.568801672,0.649343601,0.65952,3.141685,6142.371234,1.529907041,0.723961546,0.630858,2.79551,14191.12114,1.228385192,0.652136681,0.622491,2.524037,17223.76543,1.283969103,0.687266024,0.807306,3.3733,5359.099804,1.609779506
5,DR,6,CMFLIM12,CMFLIM12 Animal6 DR Day5,0.642810452,0.669112,3.105897,6633.398565,1.539506133,0.670209345,0.512064,2.713923,13673.58491,1.238216522,0.735031278,0.61642,3.031641,2017.163505,1.256378022,0.740462632,0.600623,2.573359,13573.07954,1.112621709,0.725548765,0.561136,2.400292,15299.65157,1.065894636,0.716806023,0.590858,2.943299,3527.808676,1.257055122
5,AL,4,CMFLIM10,CMFLIM10 Animal4 AL Day5,0.607939478,0.605356,2.950834,10969.78852,1.524925329,0.715713562,0.629985,3.381291,4104.153751,1.412143983,0.723990818,0.608898,2.831284,9156.664896,1.222296942,0.784244466,0.513904,2.747858,4250.783699,0.995891938,0.727168269,0.536017,2.552595,6804.74732,1.086203466,0.662677965,0.558915,2.721269,5213.207547,1.288324652
5,DR,3,CMFLIM12,CMFLIM12 Animal3 DR Day5,0.640034059,0.674479,3.01101,12469.43005,1.51555058,0.643999663,0.609678,2.851856,9667.400881,1.407894124,0.71493415,0.603889,2.740925,3831.508805,1.213084984,0.725755387,0.593421,2.543013,4769.563338,1.128086104,0.736957463,0.549197,2.46703,6364.597094,1.053668658,0.65239622,0.602562,2.773842,3827.746741,1.357307135
5,AL,4,CMFLIM12,CMFLIM12 Animal4 AL Day5,0.632086799,0.577502,2.958849,8250.955414,1.453630997,0.68436925,0.567516,2.803158,17690.14085,1.273153361,0.726942599,0.639591,2.872468,4104.229607,1.24929459,0.748111725,0.623444,2.728696,9369.598765,1.153732295,0.697182336,0.640757,2.631017,16409.35298,1.243442884,#N/A,#N/A,#N/A,#N/A,#N/A
5,AL,3,CMFLIM12,CMFLIM12 Animal3 AL Day5,0.622681486,0.544421,2.937062,7344.947735,1.447208747,0.670610066,0.554064,2.774293,12404.40487,1.285385084,0.742036349,0.63801,2.862243,6073.302469,1.211781265,0.743357764,0.55744,2.683579,10740.87933,1.103097067,0.728387971,0.609503,2.649893,12513.6612,1.163697468,0.664624768,0.769198,3.286353,6456.182473,1.613389442
5,AL,3,CMFLIM10,CMFLIM10 Animal3 AL Day5,0.664747924,0.72741,2.866144,15839.04829,1.444425014,0.677297311,0.590549,2.883041,9046.895641,1.330342333,0.728321092,0.550146,2.629858,14303.21593,1.115159885,0.761384994,0.558165,2.687783,9563.424947,1.066323812,0.667964496,0.512471,2.329256,13685.71429,1.115708123,#N/A,#N/A,#N/A,#N/A,#N/A
5,DR,10,CMFLIM12,CMFLIM12 Animal10 DR Day5,0.701305991,0.664974,3.26676,4940.11544,1.442111891,0.661193453,0.62311,3.065408,4683.957733,1.450576552,0.685042287,0.58458,2.851365,3354.063018,1.298521419,0.731382696,0.684696,2.87862,9974.446337,1.27402195,0.691371294,0.532844,2.383602,11451.21951,1.104041047,0.685621731,0.544492,2.78233,9288.105727,1.248019637
5,AL,5,CMFLIM12,CMFLIM12 Animal5 AL Day5,0.68917627,0.625352,3.107958,11963.82055,1.397004857,0.630522606,0.707096,3.216101,6580.851064,1.634116629,0.707938117,0.553347,2.738068,4622.06333,1.191420729,0.789330342,0.493975,2.620277,8570.02457,0.941922315,0.700568229,0.596196,2.616945,12034.17722,1.201272452,0.57075665,0.528445,2.702298,17877.62238,1.461556944
5,AL,6,CMFLIM12,CMFLIM12 Animal6 AL Day5,0.680985293,0.633995,2.992627,15901.1925,1.386433296,0.605517211,0.672849,3.19149,5042.290749,1.666409526,0.737944686,0.668955,2.933575,14970.93791,1.262410705,0.746503303,0.565365,2.590571,9823.12253,1.078748032,0.719579196,0.551813,2.34887,12548.97815,1.055745169,#N/A,#N/A,#N/A,#N/A,#N/A
5,DR,4,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.641758542,0.59161,2.797396,2740.566038,1.381813993,0.616902533,0.625756,2.993777,1866.273353,1.532938847,0.699473931,0.571595,2.771956,2378.04878,1.232860842,0.753172398,0.662925,3.378558,1992.268041,1.333218181,0.708078122,0.613069,2.794701,3621.145374,1.249935111,0.691833911,0.558189,2.827635,4218.475489,1.257555298
5,DR,5,CMFLIM12,CMFLIM12 Animal5 DR Day5,0.639323081,0.568223,2.800777,15564.97175,1.373453698,0.642469744,0.593687,2.931013,4544.776119,1.429351763,0.696766903,0.64686,2.998871,6206.659619,1.36006758,0.693649512,0.650377,2.739725,3231.914894,1.290449779,0.719861079,0.610115,2.492321,4755.033557,1.137394158,0.675018274,0.620596,2.856867,4542.682927,1.347343209
5,AL,7,CMFLIM12,CMFLIM12 Animal7 AL Day5,0.650676162,0.582804,2.802903,5776.54164,1.358337503,#N/A,#N/A,#N/A,#N/A,#N/A,0.723296174,0.677532,2.978346,3697.468666,1.314176037,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5,AL,5,CMFLIM10,CMFLIM10 Animal5 AL Day5,0.650777923,0.590219,2.766665,10587.92185,1.350281993,0.71858886,0.561285,3.086358,9114.627887,1.271868672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.718762832,0.586088,2.637958,8894.378194,1.163150108,0.693061241,0.665033,3.074836,6309.859155,1.404694942
5,AL,8,CMFLIM12,CMFLIM12 Animal8 AL Day5,0.673021919,0.546827,2.99008,8621.201413,1.345717177,0.612332243,0.617412,3.004169,2690.152122,1.542680733,0.671165728,0.632754,2.552474,7147.551147,1.264023729,0.763010628,0.755771,3.498888,5756.756757,1.405860575,0.718616427,0.589516,2.721115,4190.895742,1.189312943,0.61122791,0.797227,2.870607,2223.18612,1.603299276
5,DR,1,CMFLIM12,CMFLIM12 Animal1 DR Day5,0.668434456,0.555209,2.830944,6727.138643,1.309764313,0.686014603,0.531056,2.660872,14772.93935,1.199787122,0.699218325,0.618139,2.560389,4616.982285,1.202332208,0.73216234,0.576562,2.741315,7625.127681,1.156364378,0.740401161,0.631704,2.627637,9964.059197,1.14984589,0.720877809,0.582082,2.846238,5712.398374,1.214058183
5,AL,9,CMFLIM10,CMFLIM10 Animal9 AL Day5,0.667657996,0.548415,2.773443,8467.628705,1.287885264,0.637341864,0.602518,2.949185,6878.865979,1.45355588,0.717112643,0.567277,2.72653,4442.706131,1.178102374,0.737358858,0.613241,2.720599,11668.42801,1.166719912,0.667596087,0.682812,2.710148,9528.409091,1.356706419,0.677350499,0.506486,2.562484,6646.981627,1.169852729
5,AL,10,CMFLIM12,CMFLIM12 Animal10 AL Day5,0.692040367,0.564466,2.892933,17718.67322,1.281539843,0.676046997,0.539003,3.047291,11151.16279,1.35157043,0.780444605,0.553648,2.838777,14966.9749,1.0553604,0.772850384,0.610474,2.928501,13629.62963,1.137012943,0.713890845,0.553568,2.48845,12721.62485,1.107155454,0.678265099,0.808645,3.310876,9826.771654,1.613700043
5,AL,11,CMFLIM12,CMFLIM12 Animal11 AL Day5,0.688649996,0.531397,2.884959,5638.315442,1.264178538,0.70432449,0.534445,2.882509,7104.166667,1.228710021,0.791756819,0.535128,2.540168,5828.752643,0.952663908,0.711068401,0.656697,2.752986,9606.828194,1.262381133,0.710268098,0.540422,2.476657,12386.17886,1.101411049,0.665722464,0.694555,2.993412,3788.235294,1.463011254
5,DR,1,CMFLIM10,CMFLIM10 Animal1 DR Day5,0.692565768,0.542744,2.823541,16851.06383,1.243939074,0.554802767,0.583745,2.75328,4197.158597,1.549615979,0.809869681,0.495559,2.665429,11079.53773,0.908117075,0.741930582,0.607979,3.173941,5069.318182,1.27017532,0.709264376,0.640594,2.885041,7031.212485,1.293134699,0.715399732,0.655152,3.11167,3204.475309,1.354277681
5,AL,8,CMFLIM10,CMFLIM10 Animal8 AL Day5,0.692389328,0.552456,2.777287,9417.525773,1.236837759,0.656583654,0.515272,2.840632,13675.59524,1.313838634,0.75421612,0.640175,2.930191,9662.650602,1.203024018,#N/A,#N/A,#N/A,#N/A,#N/A,0.770781868,0.561664,2.592976,14287.89809,1.027277542,#N/A,#N/A,#N/A,#N/A,#N/A
5,AL,10,CMFLIM10,CMFLIM10 Animal10 AL Day5,0.72071771,0.540727,3.033208,12986.72114,1.236832801,0.699451156,0.532344,2.933999,5996.828753,1.254158634,0.761287585,0.475358,2.335526,8906.25,0.919403196,0.779394364,0.551561,2.714896,6345.799458,1.028804894,0.742525806,0.592373,2.553874,8245.945946,1.097408889,0.71353704,0.541767,2.895729,4813.868613,1.216089922
5,AL,6,CMFLIM10,CMFLIM10 Animal6 AL Day5,0.712213791,0.519932,3.000352,7977.272727,1.233762669,0.735713785,0.535326,2.761154,5954.60441,1.123581657,0.789787058,0.556157,2.825579,11832.8252,1.033218875,0.8237166,0.47661,2.508168,12227.35849,0.834739952,0.78871367,0.610162,2.902957,7937.632135,1.094598241,#N/A,#N/A,#N/A,#N/A,#N/A
5,AL,2,CMFLIM10,CMFLIM10 Animal2 AL Day5,0.69106305,0.546468,2.722488,4381.578947,1.218720982,0.718823295,0.490566,2.792523,8598.825832,1.137822684,0.708928427,0.587078,2.669052,3278.962002,1.193081447,0.790961831,0.533377,2.767939,9910.364146,1.000485749,0.714210223,0.560555,2.61888,14151.1335,1.148803243,0.656184889,0.638321,2.931764,13543.33009,1.42684136
5,AL,1,CMFLIM10,CMFLIM10 Animal1 AL Day5,0.713833889,0.504631,2.935855,10234.96346,1.200364917,0.663301205,0.528774,3.022326,5628.650904,1.368349954,0.749282669,0.545779,2.772842,10831.40878,1.104142291,0.786405166,0.467402,2.739261,8000,0.952659346,0.724975482,0.612464,2.783823,9608.348135,1.209640962,0.626788428,0.635184,2.668728,7955.947137,1.394126153
