Age,Nutrients,Animal,Exp,Animal ID,t h a1,t h t1,t h t2,t h i,t h tm,h h a1,h h t1,h h t2,h h i,h h tm,t bwm a1,t bwm t1,t bwm t2,t bwm i,t bwm tm,h bwm a1,h bwm t1,h bwm t2,h bwm i,h bwm tm,pm a1,pm t1,pm t2,pm i,pm tm,g a1,g t1,g t2,g i,g tm
11,AL,13,CMFLIM14,CMFLIM14 Animal13 AL Day11,0.654738564,0.520685,2.82373,8577.167019,1.315837624,#N/A,#N/A,#N/A,#N/A,#N/A,0.650146994,0.730907,4.417594,3451.612903,2.020705529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11,DR,6,CMFLIM12,CMFLIM12 Animal6 DR Day11,0.687416107,0.544416,2.95407,4605.326877,1.297635028,0.604908696,0.594232,3.026626,3817.908202,1.555249717,0.814308879,0.503188,2.567158,4679.936586,0.886448903,0.786123536,0.590522,2.840989,3241.356602,1.071843924,0.605151722,0.521895,3.672959,6364.597094,1.766087194,#N/A,#N/A,#N/A,#N/A,#N/A
11,DR,6,CMFLIM14,CMFLIM14 Animal6 DR Day11,0.68633277,0.575042,2.808966,9923.076923,1.275750753,0.588287343,0.637,2.895531,5124.00733,1.566865799,0.783337956,0.508457,2.682723,4685.322896,0.979537916,0.716586988,0.638197,2.722493,3958.432304,1.228913607,0.727641605,0.665803,2.969907,4777.53304,1.293345067,#N/A,#N/A,#N/A,#N/A,#N/A
11,AL,11,CMFLIM12,CMFLIM12 Animal11 AL Day11,0.719985888,0.577846,2.904311,6705.714286,1.229289031,0.759086902,0.556632,3.039216,7415.899176,1.154719002,0.752512243,0.568796,2.794991,7571.047957,1.119752007,0.68734387,0.558752,2.49343,6513.119534,1.163640936,0.763953138,0.505122,2.467611,12146.18974,0.96836137,#N/A,#N/A,#N/A,#N/A,#N/A
11,DR,3,CMFLIM14,CMFLIM14 Animal3 DR Day11,0.677976542,0.489824,2.672929,10718.10883,1.192835021,0.666664897,0.527482,2.826533,15638.11049,1.293836402,0.681761345,0.540524,2.558103,3335.347432,1.182595627,0.677545002,0.599981,2.862714,5884.997838,1.329610565,0.656675527,0.551726,2.601383,10294.6789,1.255423409,0.599201161,0.565477,2.816837,2619.450317,1.467819474
11,DR,11,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.717994611,0.591689,2.480324,6555.24938,1.124294248,0.664439339,0.618344,2.765443,8484.599589,1.33882596,0.724388826,0.621108,2.681083,9261.096606,1.188860128,0.758660089,0.66023,2.863246,15104.08685,1.191905685,0.745372044,0.537006,2.408733,11268.80811,1.01360002,#N/A,#N/A,#N/A,#N/A,#N/A
11,DR,4,CMFLIM12,CMFLIM12 Animal4 DR Day11,0.714437939,0.429996,2.555753,6625.049388,1.03703155,0.712668339,0.551759,2.839674,4151.425178,1.209149417,0.737833758,0.523381,2.414691,4095.62154,1.019218635,0.773370767,0.779288,3.582999,3537.925697,1.414690873,0.77347774,0.504338,2.276254,3729.166667,0.905716417,#N/A,#N/A,#N/A,#N/A,#N/A
11,DR,6,CMFLIM10,CMFLIM10 Animal6 DR Day11,0.725846558,0.532016,2.367698,12624.7191,1.035274539,0.690531881,0.629394,2.955952,9269.961977,1.349389528,0.706256935,0.552046,2.676522,8842.509603,1.176096092,0.735502247,0.666409,2.880937,9386.996904,1.25214668,0.704777829,0.582775,2.668933,7321.819714,1.198655094,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,9,CMFLIM14,CMFLIM14 Animal9 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.587549081,0.509674,3.090795,13427.98774,1.574259729,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,12,CMFLIM14,CMFLIM14 Animal12 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.638445869,0.740699,3.654681,3508.487654,1.79426123,0.51223517,0.528083,3.739798,11542.25352,2.094644621,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,3,CMFLIM14,CMFLIM14 Animal3 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.723353202,0.571986,2.952404,4549.575995,1.230521018,0.678305866,0.667699,3.039101,3611.940299,1.430565113,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,10,CMFLIM14,CMFLIM14 Animal10 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.530492972,0.660728,4.940138,5682.295311,2.669941071,0.598667782,0.759581,3.91732,6350.843061,2.026883397,0.451661323,0.728401,4.649011,12283.2981,2.8782231,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,7,CMFLIM14,CMFLIM14 Animal7 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.663745854,0.713923,4.24509,12250.8918,1.901292544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,1,CMFLIM14,CMFLIM14 Animal1 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.64996892,0.529841,3.848745,3078.164557,1.691560552,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,2,CMFLIM14,CMFLIM14 Animal2 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.688699957,0.575727,3.730018,5788.600289,1.557657924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,8,CMFLIM10,CMFLIM10 Animal8 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6930073,0.599996,3.571519,5315.673289,1.512231869,0.749255856,0.641847,3.452717,4912.716328,1.346656192,0.510072613,0.65671,4.652486,7764.097744,2.614350095,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,9,CMFLIM10,CMFLIM10 Animal9 DR Day9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.762874409,0.539922,2.669691,4423.791822,1.044944733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,5,CMFLIM14,CMFLIM14 Animal5 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.454918411,0.523702,4.361681,6471.299094,2.615713692,0.558983472,0.462483,3.963654,17803.11778,2.006557278,0.611690628,0.65108,4.160959,7826.33864,2.01399891,0.593249649,0.605963,3.934071,15459.30776,1.959672097,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,10,CMFLIM10,CMFLIM10 Animal10 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.52395614,0.731946,4.59935,1693000,2.572999928,0.76136951,0.52384,3.050394,5242.140468,1.126752819,0.730227609,0.582766,3.224986,533375,1.295564007,0.503479071,0.667558,4.631681,1191107.015,2.635828035,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,4,CMFLIM14,CMFLIM14 Animal4 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.621801288,0.661176,3.968629,17557.42297,1.912050465,0.39563202,0.815775,5.180043,13887.78878,3.453398835,0.455543433,0.60958,4.411757,6919.510953,2.679700237,0.525146298,0.578425,4.120095,14011.35531,2.260200111,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,4,CMFLIM14,CMFLIM14 Animal4 DR Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.605977525,0.535561,3.281487,7730.824891,1.617517559,#N/A,#N/A,#N/A,#N/A,#N/A,0.757389462,0.661685,3.627173,4702.702703,1.381143639,0.699593112,0.673917,3.524925,4885.309278,1.530379441,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,7,CMFLIM12,CMFLIM12 Animal7 DR Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.63684581,0.599979,3.010112,7723.889556,1.475228897,0.754293072,0.584382,2.777708,4825.581395,1.123297394,0.74907602,0.61854,2.825344,5075.834971,1.172280043,0.619183679,0.559498,2.328689,4798.093588,1.233234808,0.691855579,0.595303,2.872953,4353.233831,1.29714814
9,AL,11,CMFLIM12,CMFLIM12 Animal11 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.658155624,0.619401,3.094689,5369.308943,1.465564282,0.694621485,0.629631,3.809437,6273.646445,1.600675434,0.725712513,0.618676,2.793714,5302.370275,1.215261707,0.669919481,0.680803,2.992222,7161.975876,1.443757383,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,1,CMFLIM10,CMFLIM10 Animal1 DR Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.674689213,0.510462,2.899844,8544.436669,1.287753739,#N/A,#N/A,#N/A,#N/A,#N/A,0.698875063,0.538412,3.144707,5077.687444,1.323232418,0.722399619,0.738346,3.577281,5310.945274,1.526435438,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,7,CMFLIM12,CMFLIM12 Animal7 AL Day9,#N/A,#N/A,#N/A,#N/A,#N/A,0.708495099,0.561375,2.933197,3277.255119,1.252772737,0.710148689,0.534723,3.700053,3103.95189,1.45219805,0.756952689,0.552569,2.65939,3049.12999,1.064626179,0.683293715,0.499738,2.760209,3456.558773,1.215643373,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,7,CMFLIM10,CMFLIM10 Animal7 AL Day9,0.40726707,0.814441,4.628136,11191.0275,3.074943611,#N/A,#N/A,#N/A,#N/A,#N/A,0.645593034,0.648774,3.916967,3524.137931,1.807044365,0.751223951,0.604737,3.069621,5027.874564,1.217941103,0.535247393,0.626637,4.202578,9948.741007,2.288564902,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,3,CMFLIM10,CMFLIM10 Animal3 AL Day9,0.489371412,0.817167,4.705115,5838.809671,2.802464397,#N/A,#N/A,#N/A,#N/A,#N/A,0.730376318,0.543717,3.248943,9369.814303,1.273109995,0.729819342,0.392003,2.544479,4262.589928,0.973560382,0.584327837,0.579177,3.683114,12274.96382,1.869397207,0.62095912,0.578653,3.481595,3752.897543,1.67898669
9,AL,11,CMFLIM10,CMFLIM10 Animal11 AL Day9,0.469870451,0.644987,4.525798,12357.70751,2.702319585,0.57616705,0.709663,3.283166,5720.970537,1.800398368,#N/A,#N/A,#N/A,#N/A,#N/A,0.742179603,0.53909,2.770028,3780.837004,1.114271321,0.478954141,0.578933,3.697389,9583.883752,2.203791585,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,10,CMFLIM12,CMFLIM12 Animal10 AL Day9,0.556161265,0.63993,4.847763,17738.19055,2.507529276,#N/A,#N/A,#N/A,#N/A,#N/A,0.676577062,0.592883,3.957793,15046.0441,1.681172078,0.751876323,0.578225,2.910841,13211.92234,1.157002259,0.684485782,0.585639,3.191301,13022.15509,1.407762408,0.444192965,0.91404,5.906791,7737.132353,3.68904613
9,AL,8,CMFLIM14,CMFLIM14 Animal8 AL Day9,0.612992348,0.874638,4.453295,16823.24949,2.259605643,0.575211929,0.762951,3.377873,7801.550388,1.873738672,0.670942221,0.706069,4.676935,8866.481224,2.012713347,0.774275913,0.619885,2.981089,7510.322048,1.152865617,0.602969705,0.520077,2.986463,4944.598338,1.499306961,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,6,CMFLIM14,CMFLIM14 Animal6 AL Day9,0.617810633,0.97763,4.312562,15675.03303,2.25220555,0.530323028,0.544184,3.125078,8690.803765,1.756370479,0.633279246,0.49676,2.807922,6563.840654,1.344311071,0.66327255,0.441184,3.111194,3198.731501,1.340249659,0.636810495,0.562408,3.247574,8567.567568,1.53763211,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,5,CMFLIM12,CMFLIM12 Animal5 AL Day9,0.555378624,0.522616,4.296169,8937.252312,2.200418327,#N/A,#N/A,#N/A,#N/A,#N/A,0.555822239,0.672143,5.035362,11038.43769,2.610187846,0.750239013,0.574471,2.844693,6928.189458,1.141483887,0.695083229,0.614756,3.024705,8115.479115,1.349589867,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,2,CMFLIM12,CMFLIM12 Animal2 AL Day9,0.58520436,0.664408,4.243275,13338.41463,2.148906428,0.634650188,0.723545,4.131276,17332.75261,1.96855888,0.749493106,0.590055,3.510549,6845.528455,1.321658881,0.767411827,0.611464,3.092222,4467.87042,1.188458971,0.627620176,0.476888,3.15633,4649.552239,1.47465814,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,11,CMFLIM14,CMFLIM14 Animal11 AL Day9,0.518063491,0.580348,3.777884,15662.26415,2.121357337,0.600660177,0.587539,3.069542,9334.31085,1.578701639,0.650255987,0.553759,3.582636,10278.78007,1.613090597,0.737489123,0.593522,3.027212,7899.653979,1.232392096,0.66828034,0.568419,3.178333,11863.99217,1.434178785,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,13,CMFLIM14,CMFLIM14 Animal13 AL Day9,0.540989983,0.56055,3.644481,12246.13402,1.976105221,0.638997452,0.652739,3.057881,11570,1.52100139,0.758929656,0.571577,3.002938,8061.933535,1.157706033,0.750592008,0.593511,2.786358,12097.03779,1.140424567,0.679489691,0.632458,3.188311,12440.12442,1.451635235,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,7,CMFLIM10,CMFLIM10 Animal7 DR Day9,0.593700869,0.649707,3.854999,10410.14799,1.952014354,0.668863401,0.582192,2.888714,10918.69919,1.345965851,0.730538087,0.677428,3.533965,3934.148636,1.447155925,0.684524108,0.600712,2.890827,9872.798434,1.323188072,0.6751588,0.750443,3.501056,8127.886323,1.643955428,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,2,CMFLIM14,CMFLIM14 Animal2 DR Day9,0.650031921,0.842872,3.428769,13271.26289,1.747853406,0.667786867,0.621026,2.880026,8900.277008,1.371495467,0.700242154,0.682992,3.108649,3809.788654,1.410101717,0.719155453,0.657908,2.752931,7369.222097,1.246283785,0.685778747,0.605136,2.497203,8070.626754,1.199663663,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,3,CMFLIM12,CMFLIM12 Animal3 DR Day9,0.604310798,0.643455,3.209965,1829.72583,1.658995294,0.725586488,0.644771,2.555201,9527.010804,1.169018806,0.757767619,0.578784,2.526441,4973.572038,1.050569592,0.693837378,0.553119,2.814182,7552.825553,1.245371977,0.710769608,0.620981,2.597004,7509.90753,1.192506907,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,11,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.665913967,0.663376,3.433552,3116.908851,1.588853111,0.654679792,0.653542,3.019515,218.4051264,1.470560288,0.699624256,0.552493,2.785688,3473.578056,1.22329061,0.696205878,0.580424,2.864091,172.5422757,1.274188611,0.716221442,0.807084,3.50965,318.6920036,1.574014282,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,6,CMFLIM12,CMFLIM12 Animal6 AL Day9,0.642407031,0.571261,3.34335,7831.395349,1.562540536,0.661390945,0.567538,3.124335,9317.769131,1.433292616,0.795657018,0.567763,2.839685,6868.316209,1.032014316,0.739412175,0.571641,2.638491,10288.5906,1.110236946,0.738419918,0.600422,2.890134,10846.59913,1.199365053,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,3,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.632522725,0.6475,3.065363,3619.873817,1.536009707,0.640900587,0.543445,3.011809,11414.80039,1.429833063,0.699786547,0.631231,2.917931,6707.599396,1.317729103,0.718800278,0.574815,2.778489,3735.294118,1.194487516,0.608742982,0.594636,2.513673,7490.296221,1.345472694,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,4,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.658467597,0.672571,3.17013,6803.331198,1.525568327,0.645620487,0.681484,3.380812,6787.444934,1.638070542,0.688036415,0.456268,2.574363,5498.678996,1.11703651,0.639593959,0.538372,2.909005,4882.978723,1.392762454,0.759513124,0.650833,3.162969,10893.28063,1.254968739,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,8,CMFLIM10,CMFLIM10 Animal8 DR Day9,0.586012482,0.563628,2.847754,17966.3731,1.509227654,0.643382983,0.680939,2.993374,8390.932421,1.505592672,0.662952792,0.737611,3.58257,15169.12236,1.696496488,0.748047378,0.687308,3.027518,7943.566591,1.276930046,0.779238926,0.542328,2.686654,11324.7992,1.015711711,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,8,CMFLIM12,CMFLIM12 Animal8 AL Day9,0.665875705,0.597892,3.182564,9168.89881,1.46149371,0.694418176,0.486571,2.646282,4176.708633,1.146539427,0.756220418,0.570126,2.854591,6882.215289,1.127031923,0.746480104,0.616914,2.779149,6939.609236,1.165083592,0.701978607,0.565053,2.968142,5284.457478,1.281224931,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,4,CMFLIM12,CMFLIM12 Animal4 AL Day9,0.677423443,0.577005,3.263072,4231.319555,1.443467245,0.601204351,0.762892,3.0411,15178.4141,1.671431438,0.797430278,0.498438,2.361376,4184.986595,0.875812833,0.783519026,0.568559,2.780074,11214.18637,1.047309921,#N/A,#N/A,#N/A,#N/A,#N/A,0.715243153,0.599976,3.432382,7065.714286,1.406523002
9,DR,2,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.671425234,0.612937,3.104113,4903.961585,1.431474571,0.69317024,0.644204,3.214326,9120.044053,1.432793916,0.765145099,0.615015,2.983444,3387.096774,1.171252158,0.734338043,0.591997,3.034271,7371.788657,1.24081629,0.739016607,0.59339,2.933075,6608.865075,1.20400893,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,6,CMFLIM10,CMFLIM10 Animal6 DR Day9,0.587202708,0.539983,2.677077,8929.506546,1.422169616,0.584586282,0.554871,2.913598,4476.996895,1.534718553,0.764291941,0.538794,2.616911,4569.876901,1.028622924,0.759785739,0.577088,2.8171,3505.693431,1.115170827,0.662039286,0.663164,2.682785,4471.518987,1.345716555,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,5,CMFLIM12,CMFLIM12 Animal5 DR Day9,0.656407212,0.594635,2.932598,15784.56376,1.397942225,0.673087246,0.581481,3.029428,7702.986279,1.381746095,0.744036834,0.609476,2.734846,6795.941375,1.153492434,0.725906304,0.581807,2.55368,4701.910828,1.122284959,0.724544112,0.621782,2.587527,7914.735867,1.163258035,0.685389329,0.625477,2.933969,3350.486787,1.351753217
9,DR,4,CMFLIM12,CMFLIM12 Animal4 DR Day9,0.641246321,0.567728,2.879522,7321.196359,1.397092603,0.677047533,0.553487,2.761591,3840.81042,1.266599634,0.726949677,0.705734,2.938714,3498.913831,1.31544991,0.694920288,0.612291,2.693139,2960.31746,1.247115509,0.703650882,0.577176,2.543507,6126.01626,1.159896458,0.673030099,0.603356,3.028394,4033.281734,1.396270435
9,AL,9,CMFLIM12,CMFLIM12 Animal9 AL Day9,0.66472662,0.568902,2.856813,2520.475561,1.335977654,0.722716094,0.62228,3.277428,5060.56701,1.358509808,0.753705474,0.508185,2.480013,4848.323171,0.993835443,0.779778808,0.545819,2.585789,9338.198289,0.995063625,0.737891665,0.51292,2.372313,9287.671233,1.000282403,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,9,CMFLIM10,CMFLIM10 Animal9 AL Day9,0.685413288,0.549095,3.043759,11309.72516,1.333883145,0.700727357,0.608999,3.020035,9059.433962,1.330556116,0.799988659,0.604439,3.287914,6558.265583,1.141164433,0.790527412,0.53763,2.642404,5576.706003,0.978522457,0.62618924,0.457638,3.332345,6111.790879,1.532234408,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,1,CMFLIM12,CMFLIM12 Animal1 DR Day9,0.698870827,0.561936,3.019316,5602.031394,1.301924807,0.700405377,0.522537,2.804746,5695.727483,1.206274545,0.717522351,0.758058,3.077705,3877.358491,1.413306431,0.746742269,0.616168,2.738848,5078.662734,1.15375312,0.751143055,0.504647,2.239836,8948.73817,0.936460834,0.57902215,0.614068,2.738911,4606.442577,1.508579838
9,AL,3,CMFLIM12,CMFLIM12 Animal3 AL Day9,0.677194043,0.588007,2.758887,9138.413686,1.288779996,0.676681196,0.481823,2.549915,4202.177294,1.150476032,0.781932001,0.512762,2.56983,8350.945495,0.961342703,0.794316491,0.532252,2.577288,5407.488987,0.952882181,0.719187899,0.632708,2.870106,8445.843829,1.260996433,0.534420831,0.755765,5.753384,3906.015038,3.082552301
9,DR,5,CMFLIM10,CMFLIM10 Animal5 DR Day9,0.667351094,0.512228,2.840359,9763.211382,1.28667823,0.687883807,0.628271,3.199487,3529.765886,1.430789149,0.680364098,0.543495,2.69493,4387.096774,1.231170867,0.702749515,0.612091,2.997107,6675.853018,1.321038163,0.668933674,0.620946,2.790312,6967.632027,1.339150031,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,6,CMFLIM12,CMFLIM12 Animal6 DR Day9,0.634498933,0.54362,2.548723,9002.547771,1.276487286,0.627651493,0.675714,3.059138,11129.81834,1.563178368,0.739225926,0.637747,2.751032,6827.627389,1.188836939,0.761656331,0.647201,2.859822,11133.2533,1.174565207,0.781739946,0.567354,2.540334,14174.4325,0.997976721,0.725055441,0.582901,3.02088,3026.81388,1.253210061
9,DR,3,CMFLIM14,CMFLIM14 Animal3 DR Day9,0.709675619,0.585415,2.948598,8188.693098,1.271504642,0.687002293,0.581764,2.937669,11400.38437,1.319156863,0.718840086,0.517951,2.622645,7221.141375,1.109706584,0.752227764,0.59234,2.814739,11003.67107,1.14298877,0.698439984,0.612627,2.581352,12702.28091,1.206315742,0.71395735,0.594197,3.05074,14475.24752,1.29687307
9,DR,2,CMFLIM12,CMFLIM12 Animal2 DR Day9,0.68199816,0.547457,2.792456,9844.537815,1.261370813,0.617623251,0.543213,2.60206,5253.985122,1.330468223,0.710290838,0.554618,2.672711,16061.63656,1.168248948,0.706559836,0.670048,2.696611,4404.624277,1.264722979,0.723925626,0.510409,2.362672,7058.968059,1.021771348,0.60873103,0.656697,2.976651,7941.176471,1.564423012
9,AL,5,CMFLIM10,CMFLIM10 Animal5 AL Day9,0.712822862,0.5583,2.939359,5075.991189,1.242085709,0.7309461,0.54912,2.726147,4158.383035,1.134857605,0.797498643,0.512561,2.639786,2279.091331,0.943326949,0.758952812,0.523313,2.596167,7537.998495,1.022968628,0.771868701,0.547596,2.69133,10812.45626,1.036648822,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,10,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.722280825,0.566109,2.897864,10627.75616,1.213682075,0.657022014,0.531436,2.780741,5727.411945,1.302898099,0.723446002,0.557713,2.326114,6215.496368,1.046771367,0.772356771,0.619169,2.962748,1646.229739,1.152668891,0.665412857,0.628293,2.615602,4868.88454,1.293221041,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,1,CMFLIM14,CMFLIM14 Animal1 DR Day9,0.71170304,0.545644,2.852148,15685.47419,1.210602091,0.711029442,0.576851,2.980979,10540.07286,1.27157321,0.735237142,0.594612,2.76356,12675.67568,1.168868871,0.752549964,0.64605,2.896303,14435.1585,1.202875186,0.774561436,0.541683,2.510433,12279.29515,0.985515173,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,12,CMFLIM12,CMFLIM12 Animal12 AL Day9,0.71839751,0.533659,2.774201,9802.298851,1.164601206,0.697796168,0.565126,2.902654,8466.547725,1.271535919,0.770306006,0.563352,2.577687,6772.015656,1.026032651,0.705840406,0.59273,2.631211,7775.672981,1.192368743,0.721272075,0.554869,2.602481,9838.105727,1.125595644,#N/A,#N/A,#N/A,#N/A,#N/A
9,DR,8,CMFLIM12,CMFLIM12 Animal8 DR Day9,0.739393852,0.557912,2.780964,17973.56828,1.137253019,0.627578519,0.605669,2.815007,5915.436242,1.42847393,0.756004691,0.53325,2.559872,13338.63424,1.027736261,0.739855089,0.623197,2.866159,4993.781095,1.20669215,0.771098067,0.652044,2.797658,7758.528428,1.143179192,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,6,CMFLIM10,CMFLIM10 Animal6 AL Day9,0.723252117,0.539065,2.67729,12669.95074,1.130814242,0.669378334,0.553874,2.791708,8515.78354,1.293750405,0.716493784,0.575185,2.482659,4600.668896,1.115965736,0.721826392,0.702572,2.934826,10473.28688,1.323526149,0.714788424,0.700881,2.978511,8128.136201,1.350487442,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,4,CMFLIM10,CMFLIM10 Animal4 AL Day9,0.754956611,0.603793,2.667608,13489.0731,1.109517222,#N/A,#N/A,#N/A,#N/A,#N/A,0.772791336,0.474881,2.57267,8107.070707,0.951516836,0.691709388,0.5439,2.889601,7146.934461,1.267057597,0.763875593,0.532941,2.588852,10453.2835,1.018391766,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,2,CMFLIM10,CMFLIM10 Animal2 AL Day9,0.758310648,0.532326,2.873009,13035.54275,1.098044158,0.720782627,0.517673,2.692291,8724.537037,1.124864125,0.771971706,0.574882,2.857867,7805.488297,1.095467175,0.764842607,0.493346,2.443596,8004.065041,0.951961706,0.747852632,0.55054,2.64705,8657.863145,1.079169478,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,1,CMFLIM10,CMFLIM10 Animal1 AL Day9,0.790399194,0.51614,2.88182,8556.028369,1.011988435,0.819209251,0.454561,2.638395,12085.3835,0.849377985,0.736808106,0.522885,2.389877,7356.377799,1.014262161,0.708953889,0.653132,2.872372,9064.729194,1.299033171,0.704311256,0.664793,2.959541,7992.050874,1.343324154,#N/A,#N/A,#N/A,#N/A,#N/A
9,AL,1,CMFLIM12,CMFLIM12 Animal1 AL Day9,0.761089861,0.497807,2.646635,9682.926829,1.011183796,0.75824064,0.519114,2.896381,9954.545455,1.093840548,0.742761158,0.553418,2.490407,9179.572447,1.051686807,0.793573659,0.51815,2.573782,15599.88901,0.942486592,0.759834199,0.477073,2.499333,13922.76423,0.962750693,0.58589428,0.476522,2.767528,11038.7931,1.425240689
7,DR,2,CMFLIM10,CMFLIM10 Animal2 DR Day7,#N/A,#N/A,#N/A,#N/A,#N/A,0.634193875,0.807056,4.2367,6829.417773,2.061640782,#N/A,#N/A,#N/A,#N/A,#N/A,0.662709536,0.573597,2.89455,2845.994832,1.356432314,0.599661328,0.697706,3.572989,6829.238329,1.848792978,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,6,CMFLIM14,CMFLIM14 Animal6 AL Day7,#N/A,#N/A,#N/A,#N/A,#N/A,0.66712377,0.622552,3.064073,4254.723583,1.435276306,#N/A,#N/A,#N/A,#N/A,#N/A,0.590045504,0.465943,4.077839,5109.939759,1.946656004,0.655344196,0.663497,3.721459,5020.75227,1.717441352,#N/A,#N/A,#N/A,#N/A,#N/A
7,AL,5,CMFLIM10,CMFLIM10 Animal5 AL Day7,#N/A,#N/A,#N/A,#N/A,#N/A,0.668257285,0.551809,2.737966,4458.758109,1.277050659,0.685123771,0.712794,3.46843,7360.729133,1.580478272,0.747533649,0.607627,2.83364,3436.575053,1.169620379,0.688997069,0.590648,2.799956,5577.060932,1.277749263,#N/A,#N/A,#N/A,#N/A,#N/A
